id,url,zh_tw,ja,en,translate,note
gre044,https://www.busfan.club/uncensored/genre/gre044,色狼,痴漢,Pervert on Train
gre067,https://www.busfan.club/uncensored/genre/gre067,苗條,スレンダー,スレンダー
gre027,https://www.busfan.club/uncensored/genre/gre027,蘿莉,ロリ,ロリ
17s,https://www.busfan.club/uncensored/genre/17s,虎牙,八重歯,八重歯
t9,https://www.busfan.club/uncensored/genre/t9,處女作,初登場,初登場
161,https://www.busfan.club/uncensored/genre/161,蠟燭,蝋燭,蝋燭
gre051,https://www.busfan.club/uncensored/genre/gre051,裙子,パンチラ,パンチラ
1di,https://www.busfan.club/uncensored/genre/1di,裸體襪子,裸ソックス,Socks on Naked Body
gre157,https://www.busfan.club/uncensored/genre/gre157,襪,ストッキング,Stocking
gre159,https://www.busfan.club/uncensored/genre/gre159,西裝,ブレザー,Blazer
3r,https://www.busfan.club/uncensored/genre/3r,視訊小姐,デリヘル嬢,デリヘル嬢
1co,https://www.busfan.club/uncensored/genre/1co,親人,近親○姦,Kinshin-Soukan
gre026,https://www.busfan.club/uncensored/genre/gre026,角色扮演,コスプレ,コスプレ
19o,https://www.busfan.club/uncensored/genre/19o,訪問,訪問,訪問
6p,https://www.busfan.club/uncensored/genre/6p,誘惑,誘惑,誘惑
6t,https://www.busfan.club/uncensored/genre/6t,調教,調教,調教
1bx,https://www.busfan.club/uncensored/genre/1bx,警察,ミニスカポリス,Police
gre035,https://www.busfan.club/uncensored/genre/gre035,護士,看護婦,Nurse
29,https://www.busfan.club/uncensored/genre/29,變態,変態,変態
wo,https://www.busfan.club/uncensored/genre/wo,變態遊戲,変態プレイ,変態プレイ
gre066,https://www.busfan.club/uncensored/genre/gre066,豐滿,ぽっちゃり,ぽっちゃり
1dd,https://www.busfan.club/uncensored/genre/1dd,貓眼,ネコ目美人,Cat's Eyes
17g,https://www.busfan.club/uncensored/genre/17g,購物,買い物,買い物
1f,https://www.busfan.club/uncensored/genre/1f,超VIP,超VIP,超VIP
5u,https://www.busfan.club/uncensored/genre/5u,足交,足コキ,footjob
7d,https://www.busfan.club/uncensored/genre/7d,跪求,土下座,土下座
gre141,https://www.busfan.club/uncensored/genre/gre141,踩踏,踏みつけ,踏みつけ
30,https://www.busfan.club/uncensored/genre/30,車,車,車
gre146,https://www.busfan.club/uncensored/genre/gre146,車內,車内,車内
2g,https://www.busfan.club/uncensored/genre/2g,車震,カーセックス,カーセックス
gre079,https://www.busfan.club/uncensored/genre/gre079,軟體,軟体,軟体
gre092,https://www.busfan.club/uncensored/genre/gre092,輪姦,輪姦中出し,Gangbang
3,https://www.busfan.club/uncensored/genre/3,辣妹,ギャル,ギャル
59,https://www.busfan.club/uncensored/genre/59,辦公室,オフィス,office
fz,https://www.busfan.club/uncensored/genre/fz,農村,田舎,田舎
gre059,https://www.busfan.club/uncensored/genre/gre059,迷你裙,ミニスカート,ミニスカート
pm,https://www.busfan.club/uncensored/genre/pm,送貨上門,宅配,宅配
yz,https://www.busfan.club/uncensored/genre/yz,通姦,不倫,不倫
gre100,https://www.busfan.club/uncensored/genre/gre100,連續內射,連続中出し,連続中出し
16w,https://www.busfan.club/uncensored/genre/16w,連衣裙,ワンピース,ワンピース
gre050,https://www.busfan.club/uncensored/genre/gre050,連褲襪,ストッキング,ストッキング
gre155,https://www.busfan.club/uncensored/genre/gre155,運動系,アスリート系,Athlete
gre139,https://www.busfan.club/uncensored/genre/gre139,遠程操作,遠隔操作,遠隔操作
pk,https://www.busfan.club/uncensored/genre/pk,鄰居,ご近所,ご近所
2o,https://www.busfan.club/uncensored/genre/2o,酒店,ホテル,ホテル
